"r1","id1","grp","es1","r3","id2","id3","div"
"kyyivskaoblast","12","0","UKR",NA,NA,NA,NA
"elbasar","4","115","ALB",NA,NA,NA,NA
"gjrokaster","6","114","ALB",NA,NA,NA,NA
"shkode","10","114","ALB",NA,NA,NA,NA
"badakhsan","1","0","AFG",NA,NA,NA,NA
"badakhashan","1","0","AFG",NA,NA,NA,NA
"badghais","2","0","AFG",NA,NA,NA,NA
"ghazhi","8","0","AFG",NA,NA,NA,NA
"jawzajan","12","0","AFG",NA,NA,NA,NA
"lohgar","20","0","AFG",NA,NA,NA,NA
"nangarharwithkunar","21","2","AFG",NA,NA,NA,NA
"nangarharwithkunar","17","2","AFG",NA,NA,NA,NA
"parwanwithkapiss","26","1","AFG",NA,NA,NA,NA
"parwanwithkapiss","15","1","AFG",NA,NA,NA,NA
"helmand","10","0","AFG",NA,NA,NA,NA
"herat","11","0","AFG",NA,NA,NA,NA
"paktia","25","0","AFG",NA,NA,NA,NA
"samanghan","27","0","AFG",NA,NA,NA,NA
"nardak","31","0","AFG",NA,NA,NA,NA
"daikunde","30","0","AFG",NA,NA,NA,NA
"daikundi","30","0","AFG",NA,NA,NA,NA
"daykondī","30","0","AFG",NA,NA,NA,NA
"daikondi","30","0","AFG",NA,NA,NA,NA
"daykundi","30","0","AFG",NA,NA,NA,NA
"panjsher","26","0","AFG",NA,NA,NA,NA
"panjshir","26","0","AFG",NA,NA,NA,NA
"tiaret","43","0","DZA",NA,NA,NA,NA
"boumerds","13","0","DZA",NA,NA,NA,NA
"sidibelabbs","38","0","DZA",NA,NA,NA,NA
"tarf","19","0","DZA",NA,NA,NA,NA
"bordjbouarrer","11","0","DZA",NA,NA,NA,NA
"kuandokubango","5","0","AGO",NA,NA,NA,NA
"kuanzanorte","6","0","AGO",NA,NA,NA,NA
"kuanzasul","7","0","AGO",NA,NA,NA,NA
"santiagodeestero","22","0","ARG",NA,NA,NA,NA
"buenos","1","0","ARG",NA,NA,NA,NA
"santiago","22","0","ARG",NA,NA,NA,NA
"tierra","23","0","ARG",NA,NA,NA,NA
"gergharkunik","5","0","ARM",NA,NA,NA,NA
"stgeorge","3","0","ATG",NA,NA,NA,NA
"stjohn","4","0","ATG",NA,NA,NA,NA
"stmary","5","0","ATG",NA,NA,NA,NA
"stpaul","6","0","ATG",NA,NA,NA,NA
"stpeter","7","0","ATG",NA,NA,NA,NA
"stphilip","8","0","ATG",NA,NA,NA,NA
"nameunknown","2","0","ATG",NA,NA,NA,NA
"coralseaislandsterritory","3","0","AUS",NA,NA,NA,NA
"otherterritories","9","0","AUS",NA,NA,NA,NA
"nswact","4","0","AUS",NA,NA,NA,NA
"nswact","2","0","AUS",NA,NA,NA,NA
"northern","5","0","AUS",NA,NA,NA,NA
"south","7","0","AUS",NA,NA,NA,NA
"western","11","0","AUS",NA,NA,NA,NA
"agdach","11","171","AZE",NA,NA,NA,NA
"agdjabedi","10","171","AZE",NA,NA,NA,NA
"akstafa","13","173","AZE",NA,NA,NA,NA
"aksu","14","14","AZE",NA,NA,NA,NA
"alibajramly","6","170","AZE",NA,NA,NA,NA
"apcheron","15","170","AZE",NA,NA,NA,NA
"baku","19","170","AZE",NA,NA,NA,NA
"bebek","18","177","AZE",NA,NA,NA,NA
"bejladjan","21","171","AZE",NA,NA,NA,NA
"belokany","20","178","AZE",NA,NA,NA,NA
"bilesuvar","22","171","AZE",NA,NA,NA,NA
"chakhbuz","4","177","AZE",NA,NA,NA,NA
"chamkhor","2","173","AZE",NA,NA,NA,NA
"cheki","1","178","AZE",NA,NA,NA,NA
"chemakha","5","172","AZE",NA,NA,NA,NA
"cherur","3","177","AZE",NA,NA,NA,NA
"dachkestan","27","173","AZE",NA,NA,NA,NA
"divitchi","26","174","AZE",NA,NA,NA,NA
"djalilabad","24","176","AZE",NA,NA,NA,NA
"djebrail","23","179","AZE",NA,NA,NA,NA
"djulfa","25","177","AZE",NA,NA,NA,NA
"djulfacity","25","177","AZE",NA,NA,NA,NA
"evlakh","67","171","AZE",NA,NA,NA,NA
"gabela","44","178","AZE",NA,NA,NA,NA
"gakh","45","178","AZE",NA,NA,NA,NA
"gandja","30","173","AZE",NA,NA,NA,NA
"geoktchay","32","171","AZE",NA,NA,NA,NA
"geranboy","31","173","AZE",NA,NA,NA,NA
"gobustan","47","172","AZE",NA,NA,NA,NA
"gusar","50","174","AZE",NA,NA,NA,NA
"imichli","7","171","AZE",NA,NA,NA,NA
"ismaily","8","172","AZE",NA,NA,NA,NA
"kazakh","43","177","AZE",NA,NA,NA,NA
"kedabek","29","173","AZE",NA,NA,NA,NA
"kelbadjar","34","175","AZE",NA,NA,NA,NA
"khatchmas","61","174","AZE",NA,NA,NA,NA
"khyzy","63","170","AZE",NA,NA,NA,NA
"kuba","48","174","AZE",NA,NA,NA,NA
"kubatly","49","175","AZE",NA,NA,NA,NA
"lenkoran","36","176","AZE",NA,NA,NA,NA
"masaly","38","176","AZE",NA,NA,NA,NA
"mingetchaur","39","171","AZE",NA,NA,NA,NA
"nakhitchevan","40","177","AZE",NA,NA,NA,NA
"neftetchala","41","171","AZE",NA,NA,NA,NA
"ofuz","42","178","AZE",NA,NA,NA,NA
"ordubadcity","43","177","AZE",NA,NA,NA,NA
"sabirobad","53","171","AZE",NA,NA,NA,NA
"salyany","54","171","AZE",NA,NA,NA,NA
"sederek","51","177","AZE",NA,NA,NA,NA
"siyasan","56","174","AZE",NA,NA,NA,NA
"sumgait","57","170","AZE",NA,NA,NA,NA
"utchar","60","171","AZE",NA,NA,NA,NA
"yardamly","66","176","AZE",NA,NA,NA,NA
"yvlakh","67","171","AZE",NA,NA,NA,NA
"zakatala","59","173","AZE",NA,NA,NA,NA
"zangelan","68","175","AZE",NA,NA,NA,NA
"zardob","69","171","AZE",NA,NA,NA,NA
"tauz","59","173","AZE",NA,NA,NA,NA
"khadjikabul","33","171","AZE",NA,NA,NA,NA
"agjabedi","10","171","AZE",NA,NA,NA,NA
"balaken","20","178","AZE",NA,NA,NA,NA
"dashkesen","27","173","AZE",NA,NA,NA,NA
"gabala","44","178","AZE",NA,NA,NA,NA
"gazakh","46","173","AZE",NA,NA,NA,NA
"gedabey","29","173","AZE",NA,NA,NA,NA
"goygol","62","173","AZE",NA,NA,NA,NA
"imishly","7","171","AZE",NA,NA,NA,NA
"ismayilly","8","172","AZE",NA,NA,NA,NA
"jebrayil","23","179","AZE",NA,NA,NA,NA
"kelbajar","34","175","AZE",NA,NA,NA,NA
"khojaly","64","179","AZE",NA,NA,NA,NA
"nakhchivanar","40","177","AZE",NA,NA,NA,NA
"ganca","30","173","AZE",NA,NA,NA,NA
"aghstafa","13","173","AZE",NA,NA,NA,NA
"naftalan","62","173","AZE",NA,NA,NA,NA
"zagatala","70","178","AZE",NA,NA,NA,NA
"oghuz","42","178","AZE",NA,NA,NA,NA
"yardimly","66","176","AZE",NA,NA,NA,NA
"guba","48","174","AZE",NA,NA,NA,NA
"shabran","26","174","AZE",NA,NA,NA,NA
"siyazan","56","174","AZE",NA,NA,NA,NA
"agcabadi","10","171","AZE",NA,NA,NA,NA
"mingechevir","39","171","AZE",NA,NA,NA,NA
"aghdash","11","171","AZE",NA,NA,NA,NA
"shirvan","6","170","AZE",NA,NA,NA,NA
"khojavand","65","179","AZE",NA,NA,NA,NA
"kalbacar","34","175","AZE",NA,NA,NA,NA
"lachin","36","176","AZE",NA,NA,NA,NA
"gubadly","49","175","AZE",NA,NA,NA,NA
"ismailly","8","172","AZE",NA,NA,NA,NA
"shamakhy","5","172","AZE",NA,NA,NA,NA
"nakhchivan","40","177","AZE",NA,NA,NA,NA
"standrew","2","0","BAR",NA,NA,NA,NA
"stgeorge","3","0","BAR",NA,NA,NA,NA
"stjames","4","0","BAR",NA,NA,NA,NA
"stjohn","5","0","BAR",NA,NA,NA,NA
"stjoseph","6","0","BAR",NA,NA,NA,NA
"stlucy","7","0","BAR",NA,NA,NA,NA
"stmichael","8","0","BAR",NA,NA,NA,NA
"stpeter","9","0","BAR",NA,NA,NA,NA
"stphillip","10","0","BAR",NA,NA,NA,NA
"sttomas","11","0","BAR",NA,NA,NA,NA
"regiondebruxellescapitalebrusselshoofdstedelijkgewest","1","0","BEL",NA,NA,NA,NA
"vlaamsgewestflemishregion","2","0","BEL",NA,NA,NA,NA
"couffo","7","0","BEN",NA,NA,NA,NA
"atacora","2","0","BEN",NA,NA,NA,NA
"zhamgang","15","0","BNT",NA,NA,NA,NA
"samdrupjonkha","14","14","BNT",NA,NA,NA,NA
"potose","7","0","BOL",NA,NA,NA,NA
"beni","3","0","BOL",NA,NA,NA,NA
"chaco","1","1","BOL",NA,NA,NA,NA
"chaco","9","1","BOL",NA,NA,NA,NA
"republikasrpska","3","0","BIH",NA,NA,NA,NA
"federacijabosneihercegovine","2","0","BIH",NA,NA,NA,NA
"severnaiiztochnabulgaria","1","0","BGR",NA,NA,NA,NA
"yugozapadnaiyuzhnatsentralnabulgaria","2","0","BGR",NA,NA,NA,NA
"comoe","15","0","BFA",NA,NA,NA,NA
"komandjori","16","0","BFA",NA,NA,NA,NA
"noumbiel","31","1","BFA",NA,NA,NA,NA
"koulpelgo","19","0","BFA",NA,NA,NA,NA
"taboa","15","0","BFA",NA,NA,NA,NA
"ratanakkiri","20","0","KHM",NA,NA,NA,NA
"preahsihanouk","13","0","KHM",NA,NA,NA,NA
"yukonterritory","13","0","CAN",NA,NA,NA,NA
"ininguieconomique","10","0","CAF",NA,NA,NA,NA
"hautmboumou","4","0","CAF",NA,NA,NA,NA
"hauttekotto","5","0","CAF",NA,NA,NA,NA
"libertadorgeneralbernanrdoohiggins","7","0","CHL",NA,NA,NA,NA
"magallenesandanartica","9","0","CHL",NA,NA,NA,NA
"ohiggins","7","0","CHL",NA,NA,NA,NA
"lagos","8","0","CHL",NA,NA,NA,NA
"magallanesyantartica","9","0","CHL",NA,NA,NA,NA
"aricayparinacota","12","0","CHL",NA,NA,NA,NA
"losrios","8","0","CHL",NA,NA,NA,NA
"idetarapaca","12","0","CHL",NA,NA,NA,NA
"iideantofagasta","2","0","CHL",NA,NA,NA,NA
"iiideatacama","4","0","CHL",NA,NA,NA,NA
"ivdecoquimbo","6","0","CHL",NA,NA,NA,NA
"ixdelaaraucania","3","0","CHL",NA,NA,NA,NA
"vdevalparaiso","13","0","CHL",NA,NA,NA,NA
"videohiggins","7","0","CHL",NA,NA,NA,NA
"viidelmaule","10","0","CHL",NA,NA,NA,NA
"viiidelbiobio","5","0","CHL",NA,NA,NA,NA
"xdeloslagos","8","0","CHL",NA,NA,NA,NA
"xiaysen","1","0","CHL",NA,NA,NA,NA
"xiidemagallanesyantartica","9","0","CHL",NA,NA,NA,NA
"xivdelosrios","8","0","CHL",NA,NA,NA,NA
"xvdearicayparinacota","12","0","CHL",NA,NA,NA,NA
"antofagastaii","2","0","CHL",NA,NA,NA,NA
"araucaniaix","3","0","CHL",NA,NA,NA,NA
"atacamaiii","4","0","CHL",NA,NA,NA,NA
"aysendelgendcxi","1","0","CHL",NA,NA,NA,NA
"biobioviii","5","0","CHL",NA,NA,NA,NA
"coquimboiv","6","0","CHL",NA,NA,NA,NA
"libertadorvi","7","0","CHL",NA,NA,NA,NA
"loslagosx","8","0","CHL",NA,NA,NA,NA
"magallanesxii","9","0","CHL",NA,NA,NA,NA
"maulevii","10","0","CHL",NA,NA,NA,NA
"metropolitanaxiii","11","0","CHL",NA,NA,NA,NA
"oceanislands","0","0","CHL",NA,NA,NA,NA
"tarapacai","12","0","CHL",NA,NA,NA,NA
"valparaisov","13","0","CHL",NA,NA,NA,NA
"innermongolia","19","0","CHN",NA,NA,NA,NA
"ningxia","20","0","CHN",NA,NA,NA,NA
"xinjiang","29","0","CHN",NA,NA,NA,NA
"xizangtibet","30","0","CHN",NA,NA,NA,NA
"neimonggol","19","0","CHN",NA,NA,NA,NA
"anhuisheng","1","0","CHN",NA,NA,NA,NA
"beijingshi","2","0","CHN",NA,NA,NA,NA
"chongqingshi","3","3","CHN",NA,NA,NA,NA
"fujiansheng","4","0","CHN",NA,NA,NA,NA
"gansusheng","5","0","CHN",NA,NA,NA,NA
"guangdongsheng","6","0","CHN",NA,NA,NA,NA
"guangxizhuangzuzizhiqu","7","0","CHN",NA,NA,NA,NA
"guizhousheng","8","0","CHN",NA,NA,NA,NA
"hainansheng","9","0","CHN",NA,NA,NA,NA
"hebeisheng","10","0","CHN",NA,NA,NA,NA
"heilongjiangsheng","11","0","CHN",NA,NA,NA,NA
"henansheng","12","0","CHN",NA,NA,NA,NA
"hubeisheng","13","0","CHN",NA,NA,NA,NA
"hunansheng","14","14","CHN",NA,NA,NA,NA
"jiangsusheng","15","0","CHN",NA,NA,NA,NA
"jiangxisheng","16","0","CHN",NA,NA,NA,NA
"jilinsheng","17","0","CHN",NA,NA,NA,NA
"liaoningsheng","18","0","CHN",NA,NA,NA,NA
"neimongolzizhiqu","19","0","CHN",NA,NA,NA,NA
"ningxiahuizuzizhiqu","20","0","CHN",NA,NA,NA,NA
"qinghaisheng","22","0","CHN",NA,NA,NA,NA
"shaanxisheng","23","0","CHN",NA,NA,NA,NA
"shandongsheng","24","0","CHN",NA,NA,NA,NA
"shanghaishi","25","0","CHN",NA,NA,NA,NA
"shanxisheng","26","0","CHN",NA,NA,NA,NA
"sichuansheng","27","3","CHN",NA,NA,NA,NA
"tianjinshi","28","0","CHN",NA,NA,NA,NA
"xinjianguygurzizhiqu","29","0","CHN",NA,NA,NA,NA
"xizangzizhiqu","30","0","CHN",NA,NA,NA,NA
"yunnansheng","31","0","CHN",NA,NA,NA,NA
"zhejiangsheng","32","0","CHN",NA,NA,NA,NA
"sanandres","26","0","COL",NA,NA,NA,NA
"otrosdepartamentos","12","1","COL",NA,NA,NA,NA
"otrosdepartamentos","26","1","COL",NA,NA,NA,NA
"otrosdepartamentos","1","1","COL",NA,NA,NA,NA
"otrosdepartamentos","15","1","COL",NA,NA,NA,NA
"otrosdepartamentos","16","1","COL",NA,NA,NA,NA
"otrosdepartamentos","31","1","COL",NA,NA,NA,NA
"otrosdepartamentos","32","1","COL",NA,NA,NA,NA
"otrosdepartamentos","8","1","COL",NA,NA,NA,NA
"otrosdepartamentos","3","1","COL",NA,NA,NA,NA
"otrosdepartamentos","23","1","COL",NA,NA,NA,NA
"valdubandama","17","0","CIV",NA,NA,NA,NA
"montagnes","5","0","CIV",NA,NA,NA,NA
"18montagnes","5","0","CIV",NA,NA,NA,NA
"bandama","17","0","CIV",NA,NA,NA,NA
"savanesvallee","14","14","CIV",NA,NA,NA,NA
"kypros","1","0","CYP",NA,NA,NA,NA
"ceskarepublika","1","0","CZE",NA,NA,NA,NA
"caa?ar","3","0","ECU",NA,NA,NA,NA
"bolavar","2","0","ECU",NA,NA,NA,NA
"losraos","13","0","ECU",NA,NA,NA,NA
"manaba","14","14","ECU",NA,NA,NA,NA
"santaelena","10","10","ECU",NA,NA,NA,NA
"santodomingodelostsachilas","18","18","ECU",NA,NA,NA,NA
"nororiente","16","16","ECU",NA,NA,NA,NA
"centrosuroriente","19","16","ECU",NA,NA,NA,NA
"napo","16","16","ECU",NA,NA,NA,NA
"morona","15","15","ECU",NA,NA,NA,NA
"zamora","21","15","ECU",NA,NA,NA,NA
"elwadielgidio","13","0","EGY",NA,NA,NA,NA
"helwan","11","1","EGY",NA,NA,NA,NA
"ismalia","7","0","EGY",NA,NA,NA,NA
"kalupiboa","12","0","EGY",NA,NA,NA,NA
"luxor","24","2","EGY",NA,NA,NA,NA
"6oct","8","1","EGY",NA,NA,NA,NA
"albahralahmarredsea","2","0","EGY",NA,NA,NA,NA
"albuhayrahbehera","3","0","EGY",NA,NA,NA,NA
"aldaqahliyahdakahlia","1","0","EGY",NA,NA,NA,NA
"alfayyumfayoum","4","0","EGY",NA,NA,NA,NA
"algharbiyahgharbia","5","0","EGY",NA,NA,NA,NA
"aliskandariyahalex","6","0","EGY",NA,NA,NA,NA
"aljizahgiza","8","1","EGY",NA,NA,NA,NA
"alminufiyahmenoufia","9","0","EGY",NA,NA,NA,NA
"alminyamenia","10","0","EGY",NA,NA,NA,NA
"alqahirahcairo","11","1","EGY",NA,NA,NA,NA
"alqalyubiyahkalyoubia","12","0","EGY",NA,NA,NA,NA
"alwadialjadid","13","0","EGY",NA,NA,NA,NA
"ashsharqiyahsharkia","15","0","EGY",NA,NA,NA,NA
"asismailiyahismailia","7","0","EGY",NA,NA,NA,NA
"assuwayssuez","14","14","EGY",NA,NA,NA,NA
"benisuwayfbenisuef","18","0","EGY",NA,NA,NA,NA
"bursaidportsaid","19","0","EGY",NA,NA,NA,NA
"dumyatdamietta","20","0","EGY",NA,NA,NA,NA
"janubsinasouthsinai","21","0","EGY",NA,NA,NA,NA
"shamalsinanorthsinai","25","0","EGY",NA,NA,NA,NA
"snnp","10","0","ETH",NA,NA,NA,NA
"snnpr","10","0","ETH",NA,NA,NA,NA
"benshangulgumuz","4","112","ETH",NA,NA,NA,NA
"benshangul","4","112","ETH",NA,NA,NA,NA
"adisababa","1","0","ETH",NA,NA,NA,NA
"acores","2","0","PRT",NA,NA,NA,NA
"regiaoautonomadosacorespt","2","0","PRT",NA,NA,NA,NA
"regiaoautonomadamadeirapt","3","0","PRT",NA,NA,NA,NA
"instanbulregion","1","0","TUR",NA,NA,NA,NA
"westmarmararegion","2","0","TUR",NA,NA,NA,NA
"aegeanregion","3","0","TUR",NA,NA,NA,NA
"eastmarmararegion","4","0","TUR",NA,NA,NA,NA
"westanatoliaregion","5","0","TUR",NA,NA,NA,NA
"mediterraneanregion","6","0","TUR",NA,NA,NA,NA
"centralanatoliaregion","7","0","TUR",NA,NA,NA,NA
"westblacksearegion","8","0","TUR",NA,NA,NA,NA
"eastblacksearegion","9","0","TUR",NA,NA,NA,NA
"northeastanatoliaregion","10","0","TUR",NA,NA,NA,NA
"centraleastanatoliaregion","12","0","TUR",NA,NA,NA,NA
"southeastanatoliaregion","12","0","TUR",NA,NA,NA,NA
"eireireland","1","24","IRL",NA,NA,NA,NA
"estfr","4","0","FRA",NA,NA,NA,NA
"ouestfr","5","0","FRA",NA,NA,NA,NA
"sudouestfr","6","0","FRA",NA,NA,NA,NA
"centreestfr","7","0","FRA",NA,NA,NA,NA
"departementsdoutremerfr","9","0","FRA",NA,NA,NA,NA
"samegreloandzemosvaneti","9","0","GEO",NA,NA,NA,NA
"brongbafo","2","0","GHA",NA,NA,NA,NA
"norther","6","0","GHA",NA,NA,NA,NA
"westernregion","10","0","GHA",NA,NA,NA,NA
"centralregion","3","0","GHA",NA,NA,NA,NA
"greateraccraregion","5","0","GHA",NA,NA,NA,NA
"voltaregion","9","0","GHA",NA,NA,NA,NA
"easternregion","4","0","GHA",NA,NA,NA,NA
"ashantiregion","1","0","GHA",NA,NA,NA,NA
"brongahaforegion","2","0","GHA",NA,NA,NA,NA
"northernregion","6","0","GHA",NA,NA,NA,NA
"uppereastregion","7","0","GHA",NA,NA,NA,NA
"upperwestregion","8","0","GHA",NA,NA,NA,NA
"voreiaellada","1","0","GRC",NA,NA,NA,NA
"kentrikiellada","2","0","GRC",NA,NA,NA,NA
"attiki","3","0","GRC",NA,NA,NA,NA
"nisiaaigaioukriti","4","0","GRC",NA,NA,NA,NA
"el1","1","0","GRC",NA,NA,NA,NA
"el2","2","0","GRC",NA,NA,NA,NA
"el3","3","0","GRC",NA,NA,NA,NA
"el4","4","0","GRC",NA,NA,NA,NA
"standrews","2","0","GRD",NA,NA,NA,NA
"stgeorges","4","0","GRD",NA,NA,NA,NA
"stjohns","5","0","GRD",NA,NA,NA,NA
"stmarks","6","0","GRD",NA,NA,NA,NA
"stpatricks","7","0","GRD",NA,NA,NA,NA
"quetzaltenango","13","0","GUA",NA,NA,NA,NA
"retalhulehu","15","0","GUA",NA,NA,NA,NA
"barimawainiregionn?1","1","0","GUY",NA,NA,NA,NA
"cuyunimazaruniregionn?7","2","0","GUY",NA,NA,NA,NA
"demeraramahaicaregionn?4","3","0","GUY",NA,NA,NA,NA
"eastberbicecorentyneregionn?6","4","0","GUY",NA,NA,NA,NA
"essequiboislandswestdemerararegionn?3","5","0","GUY",NA,NA,NA,NA
"mahaicaberbiceregionn?5","6","0","GUY",NA,NA,NA,NA
"pomeroonsupenaamregionn?2","7","0","GUY",NA,NA,NA,NA
"potarosiparuniregionn?8","8","0","GUY",NA,NA,NA,NA
"upperdemeraraberbiceregionn?10","9","9","GUY",NA,NA,NA,NA
"uppertakutuupperessequiboregionn?9","10","0","GUY",NA,NA,NA,NA
"eastberbice","4","0","GUY",NA,NA,NA,NA
"essequibocoastandislands","5","5","GUY",NA,NA,NA,NA
"westdemerara","5","5","GUY",NA,NA,NA,NA
"northwestandpmeroon","7","0","GUY",NA,NA,NA,NA
"eastdemerara","3","0","GUY",NA,NA,NA,NA
"eastberbice","6","0","GUY",NA,NA,NA,NA
"westberbice","9","9","GUY",NA,NA,NA,NA
"capitalandsouthwest","3","0","ISL",NA,NA,NA,NA
"east","1","0","ISL",NA,NA,NA,NA
"northeast","2","0","ISL",NA,NA,NA,NA
"northwest","4","0","ISL",NA,NA,NA,NA
"westfjords","7","0","ISL",NA,NA,NA,NA
"andamanandnicobarislands","1","0","IND",NA,NA,NA,NA
"anislands","1","0","IND",NA,NA,NA,NA
"odisha","26","0","IND",NA,NA,NA,NA
"chattisgarh","7","7","IND",NA,NA,NA,NA
"chhatisgarh","7","7","IND",NA,NA,NA,NA
"damandiu","9","0","IND",NA,NA,NA,NA
"jammukashmir","15","0","IND",NA,NA,NA,NA
"bolamabijagos","4","0","GNB",NA,NA,NA,NA
"sectorautonomodebissau","3","0","GNB",NA,NA,NA,NA
"dkijakarta","8","0","IDN",NA,NA,NA,NA
"diy","33","0","IDN",NA,NA,NA,NA
"papuabarat","23","0","IDN",NA,NA,NA,NA
"nad","1","0","IDN",NA,NA,NA,NA
"chaharmahalbakhtiyari","3","0","IRN",NA,NA,NA,NA
"khorasanerazavi2","23","1","IRN",NA,NA,NA,NA
"kohgiluyehboyerahmad","15","0","IRN",NA,NA,NA,NA
"northkhorasan2","20","1","IRN",NA,NA,NA,NA
"sistanbaluchestan","25","0","IRN",NA,NA,NA,NA
"southkhorasan2","26","1","IRN",NA,NA,NA,NA
"basrah","2","0","IRQ",NA,NA,NA,NA
"alqadisiya","4","0","IRQ",NA,NA,NA,NA
"alnajaf","5","0","IRQ",NA,NA,NA,NA
"sulaimaniyah","7","1","IRQ",NA,NA,NA,NA
"duhouk","12","1","IRQ",NA,NA,NA,NA
"diala","13","0","IRQ",NA,NA,NA,NA
"ninevah","16","0","IRQ",NA,NA,NA,NA
"salahaldeen","17","0","IRQ",NA,NA,NA,NA
"sulaimaniya","7","1","IRQ",NA,NA,NA,NA
"kurdistanregion:","7","1","IRQ",NA,NA,NA,NA
"muthanna","3","0","IRQ",NA,NA,NA,NA
"najaf","5","0","IRQ",NA,NA,NA,NA
"ninewa","16","0","IRQ",NA,NA,NA,NA
"qadisiyyah","4","0","IRQ",NA,NA,NA,NA
"anbar","1","0","IRQ",NA,NA,NA,NA
"judeasamariaandgazaareajewishlocalitiesonly","2","100","PAL",NA,NA,NA,NA
"judeasamariagazaareajewishlocalitiesonly","1","0","PAL",NA,NA,NA,NA
"centraltelavivdistricts1","4","4","ISR",NA,NA,NA,NA
"centraltelavivdistricts1","7","4","ISR",NA,NA,NA,NA
"centralandtelavivdistricts","4","4","ISR",NA,NA,NA,NA
"centralandtelavivdistricts","7","4","ISR",NA,NA,NA,NA
"centraltelavivdistricts","4","4","ISR",NA,NA,NA,NA
"centraltelavivdistricts","7","4","ISR",NA,NA,NA,NA
"jerusalemsoutherndistricts","6","5","ISR",NA,NA,NA,NA
"jerusalemsoutherndistricts","2","5","ISR",NA,NA,NA,NA
"jerusalemandsoutherndistricts","6","5","ISR",NA,NA,NA,NA
"jerusalemandsoutherndistricts","2","5","ISR",NA,NA,NA,NA
"northernandhaifadistricts","5","6","ISR",NA,NA,NA,NA
"northernandhaifadistricts","3","6","ISR",NA,NA,NA,NA
"jerusalemdistrict","6","0","ISR",NA,NA,NA,NA
"northerndistrict","5","0","ISR",NA,NA,NA,NA
"haifadistrict","3","0","ISR",NA,NA,NA,NA
"telavivdistrict","7","0","ISR",NA,NA,NA,NA
"judeasamariagazaareajewishlocalitiesonly","1","100","PAL",NA,NA,NA,NA
"judeasamariagazaareajewishlocalitiesonly","2","100","PAL",NA,NA,NA,NA
"judeasamariaandgazaareajewishlocalitiesonly","1","100","PAL",NA,NA,NA,NA
"judeaandsamariaareasettlements","1","100","PAL",NA,NA,NA,NA
"judeaandsamariaareasettlements","2","100","PAL",NA,NA,NA,NA
"gazastrip","1","0","PAL",NA,NA,NA,NA
"nordestnuts2006","2","0","ITA",NA,NA,NA,NA
"centroinuts2006","3","0","ITA",NA,NA,NA,NA
"ith","2","0","ITA",NA,NA,NA,NA
"iti","3","0","ITA",NA,NA,NA,NA
"manchesaintr","3","0","JAM",NA,NA,NA,NA
"wesaintoreland","4","0","JAM",NA,NA,NA,NA
"saintandrewandkingston","6","0","JAM",NA,NA,NA,NA
"standrew","6","0","JAM",NA,NA,NA,NA
"stann","7","0","JAM",NA,NA,NA,NA
"stcatherine","8","0","JAM",NA,NA,NA,NA
"stelizabeth","9","0","JAM",NA,NA,NA,NA
"stjames","10","0","JAM",NA,NA,NA,NA
"stmary","11","0","JAM",NA,NA,NA,NA
"stthomas","12","0","JAM",NA,NA,NA,NA
"chugoku","42","1","JPN",NA,NA,NA,NA
"chugoku","37","1","JPN",NA,NA,NA,NA
"chugoku","11","1","JPN",NA,NA,NA,NA
"chugoku","46","1","JPN",NA,NA,NA,NA
"hokuriku","15","2","JPN",NA,NA,NA,NA
"hokuriku","6","2","JPN",NA,NA,NA,NA
"hokuriku","29","2","JPN",NA,NA,NA,NA
"hokuriku","43","2","JPN",NA,NA,NA,NA
"kantoandtosan","39","3","JPN",NA,NA,NA,NA
"kantoandtosan","10","3","JPN",NA,NA,NA,NA
"kantoandtosan","35","3","JPN",NA,NA,NA,NA
"kantoandtosan","4","3","JPN",NA,NA,NA,NA
"kantoandtosan","41","3","JPN",NA,NA,NA,NA
"kantoandtosan","19","3","JPN",NA,NA,NA,NA
"kinki","36","8","JPN",NA,NA,NA,NA
"kinki","22","8","JPN",NA,NA,NA,NA
"kinki","33","8","JPN",NA,NA,NA,NA
"kinki","13","8","JPN",NA,NA,NA,NA
"kinki","28","8","JPN",NA,NA,NA,NA
"kinki","14","14","JPN",NA,NA,NA,NA
"kinki","44","8","JPN",NA,NA,NA,NA
"kyushu","7","4","JPN",NA,NA,NA,NA
"kyushu","34","4","JPN",NA,NA,NA,NA
"kyushu","27","4","JPN",NA,NA,NA,NA
"kyushu","21","4","JPN",NA,NA,NA,NA
"kyushu","25","4","JPN",NA,NA,NA,NA
"kyushu","18","4","JPN",NA,NA,NA,NA
"kyushu","31","4","JPN",NA,NA,NA,NA
"kyushu","30","4","JPN",NA,NA,NA,NA
"shikoku","40","5","JPN",NA,NA,NA,NA
"shikoku","17","5","JPN",NA,NA,NA,NA
"shikoku","5","5","JPN",NA,NA,NA,NA
"shikoku","20","5","JPN",NA,NA,NA,NA
"tohoku","3","6","JPN",NA,NA,NA,NA
"tohoku","16","6","JPN",NA,NA,NA,NA
"tohoku","24","6","JPN",NA,NA,NA,NA
"tohoku","2","6","JPN",NA,NA,NA,NA
"tohoku","45","6","JPN",NA,NA,NA,NA
"tohoku","8","6","JPN",NA,NA,NA,NA
"tokai","38","7","JPN",NA,NA,NA,NA
"tokai","1","7","JPN",NA,NA,NA,NA
"tokai","23","7","JPN",NA,NA,NA,NA
"tokai","9","7","JPN",NA,NA,NA,NA
"tokai","47","7","JPN",NA,NA,NA,NA
